㓥,tong1
车身,ce1 san1
轨道,gwai2 dou6
转,zyun3
转头,zyun3 tau4
转播,zyun2 bo3
转移,zyun2 ji4
转而,zyun2 ji4
转职,zyun2 zik1
转车,zyun3 ce1
轮,leon4
轮流,leon4 lau2
软,jyun5
轰,gwang1
轻,heng1
轻keng4,heng1 keng4
轻松,hing1 sung1
载,zoi3
轿,giu2
较,gaau3
辆,loeng6
辈,bui3
辉煌,fai1 wong4
辉虹,fai1 hung4
输,syu1
辘,luk1
辛,san1
辛苦,san1 fu2
辛辣面,san1 laat6 min6
辛辣麵,san1 laat6 min6
辞典,ci4 din2
辞条,ci4 tiu4
辞职,ci4 zik1
辣,laat6
辣油,laat6 jau4
辣膏,laat6 gou1
辣酱,laat6 zoeng3
辣醬,laat6 zoeng3
辦,baan6
辦工室,baan6 gung1 sat1
辦法,baan6 faat3
辫,bin1
辭典,ci4 din2
辭條,ci4 tiu4
辭職,ci4 zik1
辮,bin1
辰,san4
農場,nung4 coeng4
边,bin1
边个,bin1 go3
边啲,bin1 di1
边处,bin1 syu2
边度,bin1 dou6
边样,bin1 joeng6
达到,daat6 dou3
达明,daat6 ming4
过,gwo3
过份,gwo3 fan6
过去,gwo3 heoi3
过头,gwo3 tau4
过年,gwo3 nin4
过往,gwo3 wong5
过来,gwo3 lai4
过档,gwo3 dong3
过渡,gwo3 dou6
过瘾,gwo3 jan5
过程,gwo3 cing4
过胶,gwo3 gaau1
运,wan6
运作,wan6 zok3
运动,wan6 dung6
运动会,wan6 dung6 wui2
运动员,wan6 dung6 jyun4
运动场,wan6 dong6 coeng4
运程,wan6 cing4
运输,wan6 syu1
近,gan6
近住,gan6 zyu6
近來,gan6 loi4
近况,gan6 fong3
近排,gan6 paai2
近来,gan6 loi4
近況,gan6 fong3
返,faan1
返來,faan1 lei4
返去,faan1 heoi3
返头,faan1 tau4
返学,faan1 hok6
返學,faan1 hok6
返工,faan1 gung1
返来,faan1 lei4
返轉頭,faan1 zyun3 tau4
返转头,faan1 zyun3 tau4
返頭,faan1 tau4
还,waan4
还书,waan4 syu1
这个,ze2 go3
进,zeon3
进化,zeon3 faa3
进步,zeon3 bou6
进行,zeon3 hang4
进退两难,zeon3 teoi3 loeng5 naan4
远,jyun5
远东,jyun5 dung1
远离,jyun5 lei4
远近,jyun5 kan5
违法,wai4 faat3
违约,wai2 joek3
连,lin4
连埋,lin4 maai4
连线,lin4 sin3
连续,lin4 zuk6
连锁,lin4 so2
连锁店,lin4 so2 dim3
迟,ci4
迟到,ci4 dou3
迟啲,ci4 di1
迟早,ci4 zou2
迪士尼,dik6 si6 nei4
迫,bik1
迫人,bik1 jan4
迫良为娼,bik1 loeng4 wai4 coeng1
迫良為娼,bik1 loeng4 wai4 coeng1
迴流,wui4 lau4
迴異,wui4 ji6
迴音,wui4 jam1
迷幻,mai4 waan6
迹,zik1
追,zeoi1
追击队,zeoi1 gik1 deoi2
追女仔,zeoi1 neoi5 zai2
追擊隊,zeoi1 gik1 deoi2
追杀,zeoi1 saat3
追殺,zeoi1 saat3
追求,zeoi1 kau4
追踪,zeoi1 zung1
追蹤,zeoi1 zung1
迾,laat6
退,teoi3
退休,teoi3 jau1
退休金,teoi3 jau1 gam1
退学,teoi3 hok6
退學,teoi3 hok6
退而求其次,teoi3 ji4 kau4 kei4 ci3
送,sung3
送貨,sung3 fo3
送货,sung3 fo3
适,sik1
适中,sik1 zung1
适合,sik1 hap6
适应,sik1 jing3
适当,sik1 dong3
适量,sik1 loeng6
逃,tou4
逃狱,tou4 juk6
逃獄,tou4 juk6
逆境起枕,jik6 ging2 hei2 zam2
逆轉,jik6 zyun2
逆转,jik6 zyun2
选,syun2
选择,syun2 zaak6
逍,siu1
透,tau2
透彻,tau3 cit3
透徹,tau3 cit3
透明,tau3 ming4
透过,tau3 gwo3
透過,tau3 gwo3
透露,tau3 lou6
逐,zuk6
逐步,zuk6 bou6
途中,tou4 zung1
途径,tou4 ging3
途徑,tou4 ging3
這個,ze2 go3
通,tung1
通信,tung1 seon3
通宵,tung1 siu1
通常,tung1 soeng4
通度,tung1 dou6
通水,tung1 seoi2
通用,tung1 jung6
通知,tung1 zi1
通街,tung1 gaai1
通訊,tung1 seon3
通讯,tung1 seon3
通通,tung1 tung1
逛,kwaang3
速度,cuk1 dou6
造,zou6
造成,zou6 sing4
造相,zou6 soeng2
逢,fung4
逢官降一級,fung4 gun1 gong3 jat1 kap1
逢官降一级,fung4 gun1 gong3 jat1 kap1
連,lin4
連埋,lin4 maai4
連線,lin4 sin3
連續,lin4 zuk6
連鎖,lin4 so2
連鎖店,lin4 so2 dim3
週,zau1
週年,zau1 nin4
週末,zau1 mut6
進,zeon3
進化,zeon3 faa3
進步,zeon3 bou6
進行,zeon3 hang4
進退兩難,zeon3 teoi3 loeng5 naan4
逻辑,lo4 cap1
逼,bik1
遇,jyu6
遊,jau4
遊來游去,jau4 loi4 jau4 heoi3
遊客,jau4 haak3
遊戲,jau4 hei3
遊戲機,jau4 hei3 gei1
遊盪,jau4 dong6
遊街,jau4 gaai1
遊覽,jau4 laam5
運,wan6
運作,wan6 zok3
運動,wan6 dung6
運動員,wan6 dung6 jyun4
運動場,wan6 dong6 coeng4
運動會,wan6 dung6 wui2
運程,wan6 cing4
運輸,wan6 syu1
遍及,pin3 kap6
過,gwo3
過份,gwo3 fan6
過來,gwo3 lai4
過去,gwo3 heoi3
過年,gwo3 nin4
過往,gwo3 wong5
過檔,gwo3 dong3
過渡,gwo3 dou6
過癮,gwo3 jan5
過程,gwo3 cing4
過膠,gwo3 gaau1
過頭,gwo3 tau4
遐想,haa4 soeng2
道,dou6
道具,dou6 geoi6
道德,dou6 dak1
道歉,dou6 hip3
道理,dou6 lei5
達到,daat6 dou3
達明,daat6 ming4
違法,wai4 faat3
違約,wai2 joek3
遗失,waai4 sat1
遗憾,wai4 ham6
遙,jiu4
遠,jyun5
遠東,jyun5 dung1
遠近,jyun5 kan5
遠離,jyun5 lei4
遣散費,hin2 saan3 fai3
遣散费,hin2 saan3 fai3
遥,jiu4
適,sik1
適中,sik1 zung1
適合,sik1 hap6
適應,sik1 jing3
適當,sik1 dong3
適量,sik1 loeng6
遮,ze1
遮遮掩掩,ze1 ze1 jim2 jim2
遲,ci4
遲到,ci4 dou3
遲啲,ci4 di1
遲早,ci4 zou2
選,syun2
選擇,syun2 zaak6
遺失,waai4 sat1
遺憾,wai4 ham6
避,bei6
邂逅,haai5 hau6
還,waan4
還書,waan4 syu1
邊,bin1
邊個,bin1 go3
邊啲,bin1 di1
邊度,bin1 dou6
邊樣,bin1 joeng6
邊處,bin1 syu2
邏輯,lo4 cap1
邓,dang6
邢,jing4
那个,naa5 go3
那個,naa5 go3
邪,ce4
邮,jau4
邮局,jau4 guk2
邮票,jau4 piu3
邮费,jau4 fai3
邱生,jau1 saang1
郁,juk1
郁手郁脚,juk1 sau2 juk1 goek3
郁手郁腳,juk1 sau2 juk1 goek3
郊外,gaau1 ngoi6
郑,zeng6
部,bou6
部份,bou6 fan6
部部,bou6 bou6
部門,bou6 mun4
部门,bou6 mun4
郭,gwok3
郵,jau4
郵局,jau4 guk2
郵票,jau4 piu3
郵費,jau4 fai3
都,dou1
鄉下,hoeng1 haa2
鄉音,hoeng1 jam1
鄙,pei2
鄧,dang6
鄭,zeng6
配,pui3
配合,pui3 hap6
配菜,pui3 coi3
酒,zau2
酒店,zau2 dim3
酒楼,zau2 lau4
酒樓,zau2 lau4
酸,syun1
酸味,syun1 mei6
酸辣,syun1 laat6
酸辣汤,syun1 laat6 tong1
酸辣湯,syun1 laat6 tong1
酿,joeng6
醃,jip3
醇,seon4
醉,zeoi3
醋,cou3
醒,sing2
醒神,sing2 san4
醜,cau2
醫,ji1
醫生,ji1 sang1
醫療,ji1 liu4
醫護,ji1 wu5
醫院,ji1 jyun2
釀,joeng6
采取,coi2 ceoi2
释然,sik1 jin4
釋然,sik1 jin4
里,leoi5
里便,leoi5 bin6
里拉,lei5 laai1
里边,leoi5 bin6
里面,leoi5 min6
重,zung6
重创,cung5 cong3
重創,cung5 cong3
重叠,cung4 dip6
重播,cung4 bo3
重新,cung4 san1
重有,zung6 jau5
重点,zung6 dim2
重点区,zung6 dim2 keoi1
重生,cung4 sang1
重疊,cung4 dip6
重病,cung5 beng6
重要,zung6 jiu3
重蹈覆轍,cung4 tou1 fuk1 cit3
重蹈覆辙,cung4 tou1 fuk1 cit3
重鎮,zung6 zan3
重镇,zung6 zan3
重點,zung6 dim2
重點區,zung6 dim2 keoi1
野心,je5 sam1
量,loeng6
金,gam1
金庸,gam1 jung4
金条,gam1 tiu2
金條,gam1 tiu2
金田一,gam1 tin4 jat1
金錢,gam1 cin4
金鏈,gam1 lin2
金钱,gam1 cin4
金链,gam1 lin2
金魚,gam1 jyu2
金魚缸,gam1 jyu4 gong1
金鱼,gam1 jyu2
金鱼缸,gam1 jyu4 gong1
針,zam1
針對,zam1 deoi3
鈍,deon6
鈔,caau1
鉛筆,jyun4 bat1
銀,ngan4
銀仔,ngan2 zai2
銀包,ngan4 baau1
銀幕,ngan4 mok6
銀建,ngan4 gin6
銀樂隊,ngan4 ngok6 deoi2
銀獎,ngan4 zoeng2
銀禧,ngan4 hei1
銀行,ngan4 hong4
銅獎,tung4 zoeng2
銅鑼灣,tung4 lo4 waan1
銷量,siu1 loeng6
鋒,fung1
鋪,pou1
鋪頭,pou3 tau2
鋼線,gong3 sin2
鋼鐵,gong3 tit3
錄,luk6
錄影帶,luk6 jing2 daai2
錄影機,luk6 jing2 gei1
錄音,luk6 jam1
錄音機,luk6 jam1 gei1
錢,cin2
錢君,cin4 gwan1
錦威,gam2 wai1
錦鯉,gam2 lei5
錫,sek3
錫周三,sek6 zau1 saam1
錫菲聯,sek6 fei1 lyun4
錫週三,sek6 zau1 saam1
錯,co3
錶,biu1
鍋,wo1
鍾,zung1
鍾意,zung1 ji3
鎊,bong6
鎔基,jung4 gei1
鎖,so2
鎖匙,so2 si4
鎖鏈,so2 lin2
鎚,ceoi4
鎮,zan3
鎮宇,zan3 jyu5
鏡,geng3
鏡頭,geng3 tau4
鏢,biu1
鏽,sau3
鐘,zung1
鐘意,zung1 ji3
鐘頭,zung1 tau4
鐵,tit3
鐵板,tit3 baan2
鐵柱可以磨成針,tit3 cyu5 ho2 ji5 mo4 sing4 zam1
鐵腕,tit3 wun2
鐵達尼,tit3 daat6 nei4
鐵達尼號,tit3 daat6 lei4 hou6
鐵閘,tit3 zaap6
鑊,wok6
鑲,soeng1
鑽戒,zyun3 gaai3
鑽石,zyun3 sek6
针,zam1
针对,zam1 deoi3
钝,deon6
钞,caau1
钟,zung1
钟头,zung1 tau4
钟意,zung1 ji3
钢线,gong3 sin2
钢铁,gong3 tit3
钦,jam1
钱,cin2
钱君,cin4 gwan1
钻戒,zyun3 gaai3
钻石,zyun3 sek6
铁,tit3
铁板,tit3 baan2
铁柱可以磨成针,tit3 cyu5 ho2 ji5 mo4 sing4 zam1
铁腕,tit3 wun2
铁达尼,tit3 daat6 nei4
铁达尼号,tit3 daat6 lei4 hou6
铁闸,tit3 zaap6
铅笔,jyun4 bat1
铜奖,tung4 zoeng2
铜锣湾,tung4 lo4 waan1
铲,caan2
银,ngan4
银乐队,ngan4 ngok6 deoi2
银仔,ngan2 zai2
银包,ngan4 baau1
银奖,ngan4 zoeng2
银幕,ngan4 mok6
银建,ngan4 gin6
银禧,ngan4 hei1
银行,ngan4 hong4
铺,pou1
铺头,pou3 tau2
销量,siu1 loeng6
锁,so2
锁匙,so2 si4
锁链,so2 lin2
锅,wo1
锈,sau3
锋,fung1
错,co3
锡,sek3
锡周三,sek6 zau1 saam1
锡菲联,sek6 fei1 lyun4
锤,ceoi4
锦威,gam2 wai1
锦鲤,gam2 lei5
镇,zan3
镇宇,zan3 jyu5
镑,bong6
镕基,jung4 gei1
镖,biu1
镜,geng3
镜头,geng3 tau4
镬,wok6
镶,soeng1
長,coeng4
長命,coeng4 meng6
長大,zoeng2 daai6
長工,coeng4 gung1
長期,coeng4 kei4
長毛飛,coeng4 mou4 fei1
長江,coeng4 gong1
長江實業,coeng4 gong1 sat6 jip6
長糧,coeng4 loeng4
長線,coeng4 sin3
長輩,zoeng2 bui3
長途,coeng4 tou4
長途電話,coeng4 tou4 din6 waa2
長遠,coeng4 jyun5
長龍,coeng4 lung4
长,coeng4
长命,coeng4 meng6
长大,zoeng2 daai6
长工,coeng4 gung1
长期,coeng4 kei4
长毛飞,coeng4 mou4 fei1
长江,coeng4 gong1
长江实业,coeng4 gong1 sat6 jip6
长粮,coeng4 loeng4
长线,coeng4 sin3
长辈,zoeng2 bui3
长远,coeng4 jyun5
长途,coeng4 tou4
长途电话,coeng4 tou4 din6 waa2
长龙,coeng4 lung4
門,mun4
門口,mun4 hau2
門市,mun4 si5
門徒,mun4 tou4
閂,saan1
閂機,saan1 gei1
閃,sim2
閃光,sim2 gwong1
閃光燈,sim2 gwong1 dang1
閃燈,sim2 dang1
開,hoi1
開刀,hoi1 dou1
開叉,hoi1 caa1
開場,hoi1 coeng4
開夜車,hoi1 je6 ce1
開始,hoi1 ci2
開學,hoi1 hok6
開市,hoi1 si5
開心,hoi1 sam1
開支,hoi1 zi1
開放式,hoi1 fong3 sik1
開會,hoi1 wui2
開朗,hoi1 long5
開檔,hoi1 dong3
開頭,hoi1 tau4
閒,haan4
間,gaan1
間中,gaan3 zung1
間唔中,gaan3 m4 zung1
間歇性,gaan3 hit3 sing3
間間,gaan1 gaan1
閘,zaap6
閣,gok3
閤眼緣,hap6 ngaan5 jyun4
閹,jim1
闔府統請,hap6 fu2 tung2 cing2
闖,cong2
關,gwaan1
關事,gwaan1 si6
關係,gwaan1 hai6
關口,gwaan1 hau2
關於,gwaan1 jyu1
關注,gwaan1 zyu3
關照,gwaan1 ziu3
门,mun4
门口,mun4 hau2
门市,mun4 si5
门徒,mun4 tou4
闩,saan1
闩机,saan1 gei1
闪,sim2
闪光,sim2 gwong1
闪光灯,sim2 gwong1 dang1
闪灯,sim2 dang1
问,man6
问答,man6 daap3
问米,man6 mai5
问题,man6 tai4
闯,cong2
闲,haan4
间,gaan1
间中,gaan3 zung1
间唔中,gaan3 m4 zung1
间歇性,gaan3 hit3 sing3
间间,gaan1 gaan1
闷,mun6
闸,zaap6
闹,naau6
闹钟,naau6 zung1
阁,gok3
阉,jim1
阖府统请,hap6 fu2 tung2 cing2
队,deoi2
队员,deoi2 jyun4
阴,jam1
阴公,jam1 gung1
阴影,jam1 jing2
阴暗,jam1 am3
阵,zam6
阵间,zan6 gaan1
阶层,gaai1 cang4
阶段,gaai1 dyun6
阻止,zo2 zi2
阿,aa3
阿K,aa3 kei1
阿三叔公,aa3 saam3 suk1 gung1
阿二,aa3 ji2
阿们,aa3 mun4
阿伯,aa3 baak3
阿佳,aa3 gaai1
阿們,aa3 mun4
阿勇,aa3 jung5
阿南哥,aa3 nam4 go1
阿叔,aa3 suk1
阿叻,aa3 lek1
阿哥,aa3 go1
阿嘉乐仔,aa3 gaa1 lok6 zai2
阿嘉樂仔,aa3 gaa1 lok6 zai2
阿太嫲,aa3 taai3 maa4
阿妈,aa3 maa1
阿妹,aa3 mui2
阿姐,aa3 ze1
阿姨,aa3 ji1
阿威,aa3 wai1
阿婆,aa3 po4
阿婶,aa3 sam2
阿媽,aa3 maa1
阿嫲,aa3 maa4
阿嬸,aa3 sam2
阿子华,aa3 zi2 waa4
阿子華,aa3 zi2 waa4
阿小凤,aa3 siu2 fung2
阿小鳳,aa3 siu2 fung2
阿张,aa3 zoeng1
阿張,aa3 zoeng1
阿慧,aa3 wai6
阿成,aa3 sing4
阿晴晴,aa3 cing4 cing2
阿木,aa3 muk6
阿榮,aa3 wing4
阿泽巨,aa3 zaak6 geoi6
阿浩,aa3 hou6
阿澤鉅,aa3 zaak6 geoi6
阿爸,aa3 baa4
阿牛,aa3 ngau4
阿珊,aa3 saan1
阿珍,aa3 zan1
阿琪,aa3 kei4
阿美,aa3 mei5
阿翁生,aa3 jung1 saang1
阿老爷,aa3 lou5 je4
阿老爺,aa3 lou5 je4
阿艾尔顿,aa3 aai6 ji5 deon6
阿艾爾頓,aa3 aai6 ji5 deon6
阿荣,aa3 wing4
阿表姐,aa3 biu2 ze2
阿諾,aa3 nok6
阿诺,aa3 nok6
阿輝,aa3 fai1
阿辉,aa3 fai1
阿边个,aa3 bin1 go3
阿邊個,aa3 bin1 go3
阿郎,aa3 long4
阿雄仔,aa3 hung4 zai2
阿雪碧,aa3 syut3 bik1
阿飯,aa3 faan6
阿餅,aa3 beng2
阿饭,aa3 faan6
阿饼,aa3 beng2
阿香蕉,aa3 hoeng1 ziu1
附带,fu6 daai3
附帶,fu6 daai3
附近,fu6 gan6
陆,luk6
陈,can4
陈生,can4 saang1
陌生,mak6 sang1
限,haan6
限制,haan6 zai3
限定,haan6 ding6
限期,haan6 kei4
限量,haan6 loeng6
院,jyun2
陣,zam6
陣間,zan6 gaan1
除,ceoi4
除咗,ceoi4 zo2
除非,ceoi4 fei1
陪,pui4
陰,jam1
陰公,jam1 gung1
陰影,jam1 jing2
陰暗,jam1 am3
陳,can4
陳生,can4 saang1
陶冶,tou4 je5
陷于,ham6 jyu1
陷於,ham6 jyu1
陸,luk6
隆,lung4
隊,deoi2
隊員,deoi2 jyun4
隍,wong4
階層,gaai1 cang4
階段,gaai1 dyun6
随便,ceoi4 bin2
随时,ceoi4 si4
随身,ceoi4 san1
隔,gaak3
隔夜,gaak3 je6
隔离,gaak3 lei4
隔篱,gaak3 lei4
隔籬,gaak3 lei4
隔膜,gaak3 mok6
隔離,gaak3 lei4
障碍,zoeng3 ngoi6
障礙,zoeng3 ngoi6
隧道,seoi6 dou6
隨便,ceoi4 bin2
隨時,ceoi4 si4
隨身,ceoi4 san1
隶,dai6
隶属,dai6 suk6
隸,dai6
隸屬,dai6 suk6
隻,zek3
难,naan4
难保,naan4 bou2
难做,naan4 zou6
难兄难弟,naan4 hing1 naan4 dai6
难关,naan4 gwaan1
难受,naan4 sau6
难度,naan4 dou6
难得,naan4 dak1
难忘,naan4 mong4
难搞,naan4 gaau2
难讲,naan4 gong2
难顶,naan4 ding2
难食,naan4 sik6
雀,zoek2
雀仔,zoek3 zai2
雀仔街,zoek3 zai2 gaai1
雀笼,zoek3 lung4
雀籠,zoek3 lung4
雀粟,zoek3 suk1
雀粪,zoek3 fan3
雀糞,zoek3 fan3
雁,ngaan6
雄伟,hung4 wai5
雄偉,hung4 wai5
集,zaap6
集中,zaap6 zung1
集体,zaap6 tai2
集古村,zaap6 gu2 cyun1
集团,zaap6 tyun4
集團,zaap6 tyun4
集資,zaap6 zi1
集资,zaap6 zi1
集邮簿,zaap6 jau4 bau2
集郵簿,zaap6 jau4 bau2
集體,zaap6 tai2
雇主,gu3 zyu2
雕,diu1
雕墙,diu1 coeng4
雕牆,diu1 coeng4
雖然,seoi1 jin4
雙,soeng1
雙人,soeng1 jan4
雙向,soeng1 hoeng3
雜,zaap6
雜誌,zaap6 zi3
雜誌社,zaap6 zi3 se5
雜錦,zaap6 gam2
雞,gai1
雞仔數,gai1 zai2 sou3
雞糞,gai1 fan3
雞蛋,gai1 daan2
雞販,gai1 faan2
雞隻,gai1 zek3
離,lei4
離奇,lei4 kei4
離晒譜,lei4 saai3 pou2
離曬譜,lei4 saai3 pou2
離譜,lei4 pou2
離遠,lei4 jyun5
離開,lei4 hoi1
離題萬丈,lei4 tai4 maan6 zoeng6
難,naan4
難保,naan4 bou2
難做,naan4 zou6
難兄難弟,naan4 hing1 naan4 dai6
難受,naan4 sau6
難度,naan4 dou6
難得,naan4 dak1
難忘,naan4 mong4
難搞,naan4 gaau2
難講,naan4 gong2
難關,naan4 gwaan1
難頂,naan4 ding2
難食,naan4 sik6
雪,syut3
雪柜,syut3 gwai6
雪櫃,syut3 gwai6
雪碧,syut3 bik1
雪糕球,syut3 gou1 kau4
雪茄,syut3 gaa1
零,leng4
零售业,ling4 sau6 jip6
零售業,ling4 sau6 jip6
零晨,ling4 san4
零用錢,ling4 jung6 cin2
零用钱,ling4 jung6 cin2
電,din6
電台,din6 toi4
電器,din6 hei3
電圖,din6 tou4
電子,din6 zi2
電影,din6 jing2
電腦,din6 nou5
電臺,din6 toi4
電芯,din6 sam1
電視,din6 si6
電視台,din6 si6 toi4
電視機,din6 si6 gei1
電視臺,din6 si6 toi4
電訊,din6 seon3
電話,din6 waa2
需求,seoi1 kau4
需求率,seoi1 kau4 leot2
需要,seoi1 jiu3
霄,siu1
震,zan3
震撼性,zan3 ham6 sing3
霎,saap6
霖把,lam1 baa2
霜,soeng1
露出,lou6 ceot1
露天,lo6 tin1
露脐装,lou6 ci4 zong1
露臍裝,lou6 ci4 zong1
霸位,baa3 wai2
靈,ling4
靈媒,ling4 mui4
靈感,ling4 gam2
靈活,ling4 wut6
靈界,ling4 gaai3
靈魂,ling4 wan4
青,ceng1
青云,cing1 wan4
青山公路,cing1 saan1 gung1 lou6
青山医院,cing1 saan1 ji1 jyun2
青山醫院,cing1 saan1 ji1 jyun2
青春,cing1 ceon1
青梅竹馬,cing1 mui4 zuk1 maa5
青梅竹马,cing1 mui4 zuk1 maa5
青苔,ceng1 toi4
青雲,cing1 wan4
青霞,cing1 haa4
青馬大橋,cing1 maa5 daai6 kiu4
青马大桥,cing1 maa5 daai6 kiu4
靓,leng3
靓一靓,leng3 jat1 leng3
靓仔,leng1 zai2
靓女,leng3 neoi2
靓妹,leng1 mui1
靓车,leng3 ce1
静,zing6
靚,leng3
靚一靚,leng3 jat1 leng3
靚仔,leng1 zai2
靚女,leng3 neoi2
靚妹,leng1 mui1
靚車,leng3 ce1
靜,zing6
非,fei1
非一般,fei1 jat1 bun1
非常,fei1 soeng4
非常之,fei1 soeng4 zi1
非法,fei1 faat3
靠,kaau3
靠近,kaau3 gan6
面,min6
面临,min6 lam4
面具,min6 geoi6
面前,min6 cin4
面包,min6 baau1
面对,min6 deoi3
面對,min6 deoi3
面线,min6 sin3
面臨,min6 lam4
面色,min6 sik1
面額,min6 ngaak2
面额,min6 ngaak2
靴,hoe4
靶,baa2
鞋,haai4
鞠躬,guk1 gung1
鞭打,bin1 daa2
鞭策,bin1 caak3
韌力,ngan6 lik6
韌帶,jan6 daai2
韓國,hon4 gwok3
韓國人,hon4 gwok3 jan4
韓瑞斯,hon4 seoi6 si1
韧力,ngan6 lik6
韧带,jan6 daai2
韩国,hon4 gwok3
韩国人,hon4 gwok3 jan4
韩瑞斯,hon4 seoi6 si1
音,jam1
音乐,jam1 ngok6
音响,jam1 hoeng2
音樂,jam1 ngok6
音質,jam1 zat1
音质,jam1 zat1
音響,jam1 hoeng2
響,hoeng2
頁,jip6
頂,ding2
頂唔順,ding2 m4 seon6
頂心頂肺,ding2 sam1 ding2 fat6
頂樓,deng2 lau2
頂窿,ding2 lung2
項,hong6
順,seon6
順便,seon6 bin2
順序,seon6 zeoi6
順德,seon6 dak1
順道,seon6 dou6
順風,seon6 fung1
須,seoi1
預,jyu6
預備,jyu6 bei6
預先,jyu6 sin1
預告,jyu6 gou3
預早,jyu6 zou2
預測,jyu6 caak1
預算,jyu6 syun3
預言,jyu6 jin4
預訂,jyu6 deng6
預計,jyu6 gai3
頑,waan4
頒獎,baan1 zoeng2
頗,po2
領導人,ling5 dou6 jan4
領略,ling5 loek6
領隊,ling5 deoi2
頭,tau4
頭先,tau4 sin1
頭暈,tau4 wan4
頭痛,tau4 tung3
頭腦,tau4 nou5
頭髮,tau4 faat3
頸,geng2
頸渴,geng2 hot3
頻,pan4
頻密,pan4 mat6
頻道,pan4 dou6
題,tai4
題名,tai4 ming4
題外話,tai4 ngoi6 waa6
題目,tai4 muk6
額頭,ngaak6 tau4
顏色,ngaan4 sik1
願,jyun6
願意,jyun6 ji3
願望,jyun6 mong6
顛,din1
類,leoi6
類似,leoi6 ci5
類型,leoi6 jing4
顧,gu3
顧名思義,gu3 ming4 si1 ji6
顧問,gu3 man6
顧影自憐,gu3 jing2 zi6 lin4
顯現,hin2 jin6
顯示,hin2 si6
页,jip6
顶,ding2
顶唔顺,ding2 m4 seon6
顶心顶肺,ding2 sam1 ding2 fat6
顶楼,deng2 lau2
顶窿,ding2 lung2
项,hong6
顺,seon6
顺便,seon6 bin2
顺序,seon6 zeoi6
顺德,seon6 dak1
顺道,seon6 dou6
顺风,seon6 fung1
须,seoi1
顽,waan4
顾,gu3
顾名思义,gu3 ming4 si1 ji6
顾影自怜,gu3 jing2 zi6 lin4
顾问,gu3 man6
颁奖,baan1 zoeng2
预,jyu6
预先,jyu6 sin1
预告,jyu6 gou3
预备,jyu6 bei6
预早,jyu6 zou2
预测,jyu6 caak1
预算,jyu6 syun3
预言,jyu6 jin4
预计,jyu6 gai3
预订,jyu6 deng6
领导人,ling5 dou6 jan4
领略,ling5 loek6
领队,ling5 deoi2
颇,po2
颈,geng2
颈渴,geng2 hot3
频,pan4
频密,pan4 mat6
频道,pan4 dou6
题,tai4
题名,tai4 ming4
题外话,tai4 ngoi6 waa6
题目,tai4 muk6
颜色,ngaan4 sik1
额头,ngaak6 tau4
颠,din1
風味,fung1 mei6
風嘯嘯兮,fung1 siu1 siu1 hai4
風扇,fung1 sin3
風景,fung1 ging2
風氣,fung1 hei3
風水,fung1 seoi2
風濕,fung1 sap1
風範,fung1 faan6
風雲,fung1 wan4
飄忽,piu1 fat1
风云,fung1 wan4
风味,fung1 mei6
风啸啸兮,fung1 siu1 siu1 hai4
风扇,fung1 sin3
风景,fung1 ging2
风气,fung1 hei3
风水,fung1 seoi2
风湿,fung1 sap1
风范,fung1 faan6
飘忽,piu1 fat1
飛,fei1
飛去,fei1 heoi3
飛機,fei1 gei1
飛砂走奶,fei1 saa1 zau2 naai5
飛碟,fei1 dip2
飛線,fei1 sin3
飛航,fei1 hong4
飛起,fei1 hei2
飛過,fei1 gwo3
飞,fei1
飞去,fei1 heoi3
飞机,fei1 gei1
飞砂走奶,fei1 saa1 zau2 naai5
飞碟,fei1 dip2
飞线,fei1 sin3
飞航,fei1 hong4
飞起,fei1 hei2
飞过,fei1 gwo3
食,sik6
食力,sik6 lik6
食品,sik6 ban2
食嘢,sik6 je5
食宿,sik6 suk1
食榖种,zik6 guk1 zung2
食榖種,zik6 guk1 zung2
食水,sik6 seoi2
食用,sik6 jung6
食肆,sik6 si5
食飯,sik6 faan6
食饭,sik6 faan6
飯,faan6
飯錢,faan6 cin2
飲,jam2
飲茶,jam2 caa4
飲酒,jam2 zau2
飲醉,jam2 zeoi3
飽,baau2
餅,beng2
餅乾,beng3 gon1
養,joeng5
養大,joeng5 daai6
養老,joeng5 lou5
養魚,joeng5 yu2
餐,caan1
餐厅,caan1 teng1
餐廳,caan1 teng1
餐館,caan1 gun2
餐馆,caan1 gun2
餒,neoi5
餓,ngo6
餘,jyu4
餵,wai3
餵糧,wai3 loeng4
餸,sung3
餸菜,sung3 coi3
饅,maan4
饑不擇食,gei1 bat1 zaak6 sik6
饥不择食,gei1 bat1 zaak6 sik6
饭,faan6
饭钱,faan6 cin2
饮,jam2
饮茶,jam2 caa4
饮酒,jam2 zau2
饮醉,jam2 zeoi3
饱,baau2
饼,beng2
饼干,beng3 gon1
饿,ngo6
馁,neoi5
馒,maan4
首,sau2
首先,sau2 sin1
首当其冲,sau2 dong1 kei4 cung1
首日封,sau2 jat6 fung1
首當其衝,sau2 dong1 kei4 cung1
香,hoeng1
香港,hoeng1 gong2
香港人,hoeng1 gong2 jan4
香港区,hoeng1 gong2 keoi1
香港區,hoeng1 gong2 keoi1
香港岛,hoeng1 gong2 dou2
香港島,hoeng1 gong2 dou2
香蕉,hoeng1 ziu1
馬,maa5
馬主,maa5 zyu2
馬來,maa5 loi4
馬會,maa5 wui2
